Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,Fire Alarm
26.12,46.93,90.0,400.0,12781.0,20624,937.431,1.73,1.8,11.9,1.856,0.042,0
26.09,47.08,96.0,400.0,12784.0,20631,937.442,1.7,1.76,11.68,1.821,0.0409999999999999,0
26.06,47.14,95.0,402.0,12777.0,20626,937.426,1.65,1.72,11.36,1.7719999999999998,0.04,0
26.02,47.2,80.0,400.0,12784.0,20638,937.427,1.65,1.71,11.35,1.771,0.04,0
26.0,47.27,86.0,400.0,12782.0,20639,937.431,1.66,1.72,11.39,1.777,0.04,0
25.98,47.35,85.0,408.0,12787.0,20646,937.432,1.64,1.7,11.29,1.761,0.04,0
25.98,47.38,80.0,400.0,12788.0,20641,937.433,1.62,1.69,11.17,1.742,0.039,0
25.98,47.45,70.0,400.0,12779.0,20643,937.443,1.62,1.68,11.13,1.736,0.039,0
25.93,47.46,76.0,400.0,12784.0,20651,937.442,1.59,1.65,10.91,1.7009999999999998,0.038,0
25.91,47.54,86.0,403.0,12780.0,20633,937.451,1.58,1.64,10.9,1.699,0.038,0
25.92,47.62,81.0,400.0,12783.0,20640,937.456,1.64,1.7,11.28,1.759,0.04,0
25.89,47.64,78.0,400.0,12782.0,20631,937.462,1.65,1.72,11.37,1.774,0.04,0
25.86,47.71,85.0,400.0,12780.0,20634,937.46,1.66,1.73,11.43,1.7819999999999998,0.04,0
25.86,47.74,98.0,411.0,12777.0,20621,937.435,1.67,1.74,11.51,1.795,0.0409999999999999,0
27.27,47.71,75.0,400.0,12792.0,20640,937.425,1.72,1.79,11.83,1.844,0.042,0
27.74,46.68,73.0,400.0,12802.0,20649,937.422,1.74,1.81,11.99,1.87,0.042,0
27.92,45.59,75.0,400.0,12797.0,20649,937.43,1.76,1.83,12.15,1.894,0.043,0
28.04,44.72,65.0,400.0,12799.0,20660,937.416,1.79,1.86,12.3,1.918,0.043,0
28.18,44.04,73.0,400.0,12798.0,20653,937.413,1.8,1.87,12.41,1.935,0.044,0
28.28,43.55,62.0,400.0,12797.0,20662,937.419,1.82,1.89,12.5,1.949,0.044,0
28.35,43.13,62.0,400.0,12798.0,20659,937.42,1.82,1.89,12.52,1.952,0.044,0
28.39,42.8,64.0,400.0,12796.0,20661,937.419,1.84,1.91,12.67,1.976,0.045,0
28.48,42.52,64.0,400.0,12786.0,20649,937.419,1.86,1.94,12.82,1.999,0.045,0
28.53,42.33,77.0,400.0,12792.0,20649,937.419,1.93,2.005,13.25,2.066,0.047,0
28.57,42.14,69.0,400.0,12789.0,20654,937.419,1.99,2.07,13.71,2.139,0.048,0
28.63,41.97,70.0,400.0,12792.0,20650,937.426,2.08,2.17,14.34,2.237,0.051,0
28.66,41.9,68.0,400.0,12798.0,20648,937.431,2.11,2.19,14.54,2.267,0.051,0
28.7,41.76,75.0,400.0,12789.0,20653,937.429,2.11,2.19,14.5,2.261,0.051,0
28.73,41.59,81.0,400.0,12789.0,20639,937.433,2.01,2.09,13.83,2.157,0.049,0
28.76,41.49,97.0,400.0,12781.0,20629,937.436,1.99,2.06,13.67,2.132,0.048,0
28.77,41.47,90.0,400.0,12788.0,20633,937.446,1.97,2.04,13.53,2.11,0.048,0
28.83,41.36,86.0,400.0,12788.0,20642,937.436,1.96,2.04,13.48,2.102,0.047,0
28.87,41.27,87.0,400.0,12786.0,20636,937.443,1.97,2.05,13.55,2.113,0.048,0
28.88,41.27,86.0,400.0,12786.0,20647,937.445,1.96,2.04,13.5,2.105,0.048,0
28.87,41.18,78.0,400.0,12794.0,20645,937.435,2.0,2.08,13.75,2.144,0.048,0
28.93,41.14,74.0,400.0,12790.0,20646,937.445,2.04,2.12,14.01,2.185,0.049,0
28.94,41.09,82.0,400.0,12783.0,20634,937.445,2.07,2.15,14.26,2.2230000000000003,0.05,0
28.95,41.04,84.0,400.0,12790.0,20643,937.445,2.1,2.18,14.46,2.255,0.051,0
28.98,41.0,84.0,400.0,12788.0,20637,937.447,2.12,2.2,14.56,2.27,0.051,0
28.97,40.99,87.0,400.0,12784.0,20637,937.442,2.13,2.21,14.63,2.281,0.052,0
29.01,40.94,85.0,400.0,12792.0,20632,937.447,2.17,2.25,14.93,2.329,0.053,0
29.0,40.93,82.0,400.0,12785.0,20632,937.45,2.19,2.28,15.1,2.355,0.053,0
29.04,40.86,72.0,400.0,12797.0,20650,937.442,2.22,2.31,15.29,2.384,0.054,0
29.05,40.81,66.0,400.0,12794.0,20653,937.434,2.26,2.34,15.53,2.421,0.055,0
27.67,40.89,96.0,414.0,12769.0,20618,937.437,2.26,2.35,15.58,2.43,0.055,0
27.19,41.87,104.0,424.0,12767.0,20615,937.439,2.26,2.35,15.57,2.428,0.055,0
26.95,42.88,90.0,411.0,12772.0,20635,937.441,2.25,2.33,15.46,2.41,0.054,0
26.84,43.69,88.0,413.0,12775.0,20626,937.444,2.21,2.29,15.2,2.371,0.054,0
26.71,44.32,98.0,414.0,12771.0,20633,937.434,2.19,2.27,15.06,2.3480000000000003,0.053,0
26.63,44.85,99.0,414.0,12779.0,20632,937.426,2.16,2.24,14.85,2.316,0.052,0
26.56,45.28,80.0,403.0,12776.0,20639,937.432,2.16,2.25,14.88,2.321,0.052,0
26.5,45.61,82.0,404.0,12777.0,20634,937.438,2.18,2.26,14.97,2.335,0.053,0
26.41,45.88,90.0,410.0,12784.0,20633,937.429,2.18,2.26,14.99,2.338,0.053,0
26.36,46.06,86.0,401.0,12786.0,20644,937.427,2.15,2.23,14.8,2.307,0.052,0
26.32,46.29,81.0,400.0,12787.0,20646,937.433,2.13,2.21,14.66,2.286,0.052,0
26.29,46.43,81.0,406.0,12779.0,20637,937.42,2.1,2.18,14.42,2.249,0.051,0
26.23,46.54,79.0,400.0,12785.0,20642,937.41,2.06,2.14,14.18,2.211,0.05,0
26.2,46.71,82.0,400.0,12783.0,20646,937.414,1.96,2.03,13.47,2.1,0.047,0
26.18,46.79,93.0,407.0,12782.0,20642,937.419,1.9,1.98,13.09,2.041,0.046,0
26.13,46.92,96.0,400.0,12782.0,20630,937.423,1.81,1.88,12.46,1.944,0.044,0
26.12,47.0,96.0,401.0,12780.0,20627,937.42,1.79,1.86,12.35,1.926,0.044,0
26.06,47.12,94.0,406.0,12785.0,20624,937.415,1.77,1.84,12.18,1.899,0.043,0
26.05,47.13,103.0,400.0,12782.0,20621,937.408,1.78,1.85,12.26,1.912,0.043,0
26.0,47.23,104.0,400.0,12782.0,20622,937.409,1.78,1.85,12.23,1.907,0.043,0
25.98,47.27,117.0,412.0,12779.0,20606,937.407,1.79,1.86,12.29,1.917,0.043,0
25.96,47.34,117.0,406.0,12781.0,20604,937.405,1.78,1.85,12.27,1.914,0.043,0
25.95,47.42,115.0,417.0,12781.0,20608,937.408,1.78,1.85,12.24,1.908,0.043,0
25.96,47.45,128.0,413.0,12772.0,20603,937.414,1.78,1.84,12.22,1.905,0.043,0
25.91,47.52,120.0,410.0,12779.0,20597,937.422,1.75,1.82,12.04,1.878,0.042,0
25.89,47.55,122.0,405.0,12774.0,20593,937.409,1.73,1.8,11.9,1.856,0.042,0
25.88,47.65,130.0,406.0,12772.0,20595,937.41,1.71,1.77,11.74,1.83,0.0409999999999999,0
25.88,47.69,112.0,400.0,12779.0,20605,937.411,1.69,1.76,11.66,1.818,0.0409999999999999,0
25.84,47.74,110.0,401.0,12782.0,20609,937.416,1.68,1.75,11.59,1.807,0.0409999999999999,0
25.82,47.77,115.0,404.0,12780.0,20610,937.434,1.7,1.77,11.7,1.824,0.0409999999999999,0
27.26,47.78,94.0,400.0,12795.0,20632,937.423,1.74,1.8,11.96,1.864,0.042,0
27.7,46.68,99.0,400.0,12793.0,20627,937.432,1.75,1.82,12.05,1.879,0.042,0
27.91,45.57,115.0,400.0,12792.0,20618,937.429,1.76,1.82,12.08,1.884,0.043,0
28.05,44.77,112.0,400.0,12783.0,20612,937.434,1.76,1.83,12.14,1.894,0.043,0
28.15,44.09,106.0,400.0,12787.0,20612,937.432,1.82,1.89,12.55,1.957,0.044,0
28.25,43.56,107.0,400.0,12792.0,20622,937.438,1.85,1.93,12.76,1.991,0.045,0
28.31,43.11,102.0,400.0,12791.0,20614,937.446,1.91,1.98,13.12,2.046,0.046,0
28.38,42.76,104.0,400.0,12792.0,20622,937.427,1.95,2.02,13.4,2.09,0.047,0
28.42,42.52,106.0,400.0,12786.0,20616,937.412,2.04,2.12,14.05,2.191,0.049,0
28.48,42.35,95.0,400.0,12795.0,20626,937.399,2.09,2.17,14.35,2.238,0.051,0
28.56,42.18,97.0,400.0,12786.0,20625,937.395,2.13,2.21,14.63,2.282,0.052,0
28.57,41.97,79.0,400.0,12791.0,20641,937.401,2.13,2.21,14.65,2.2840000000000003,0.052,0
28.63,41.87,80.0,400.0,12792.0,20634,937.397,2.13,2.21,14.63,2.282,0.052,0
28.65,41.72,98.0,400.0,12787.0,20631,937.41,2.11,2.19,14.51,2.263,0.051,0
28.72,41.64,87.0,400.0,12792.0,20635,937.406,2.07,2.15,14.27,2.226,0.05,0
28.73,41.54,77.0,400.0,12791.0,20637,937.415,2.03,2.11,14.0,2.1830000000000003,0.049,0
28.75,41.46,74.0,400.0,12791.0,20646,937.412,2.02,2.1,13.89,2.166,0.049,0
28.8,41.42,81.0,400.0,12788.0,20639,937.407,1.99,2.06,13.67,2.132,0.048,0
28.82,41.39,84.0,400.0,12792.0,20645,937.411,1.98,2.06,13.62,2.124,0.048,0
28.82,41.33,84.0,400.0,12789.0,20643,937.402,1.93,2.01,13.31,2.075,0.047,0
28.86,41.26,80.0,400.0,12795.0,20640,937.402,1.91,1.99,13.17,2.0540000000000003,0.046,0
28.87,41.2,89.0,400.0,12786.0,20635,937.414,1.86,1.93,12.81,1.997,0.045,0
28.91,41.11,88.0,400.0,12786.0,20632,937.415,1.85,1.92,12.74,1.986,0.045,0
28.93,41.11,87.0,400.0,12793.0,20636,937.415,1.81,1.88,12.48,1.945,0.044,0
28.94,41.08,92.0,400.0,12789.0,20635,937.417,1.81,1.88,12.45,1.941,0.044,0
28.95,41.01,90.0,400.0,12791.0,20643,937.418,1.77,1.84,12.2,1.903,0.043,0
28.97,40.99,81.0,400.0,12786.0,20639,937.424,1.75,1.795,12.01,1.873,0.042,0
29.01,40.99,90.0,400.0,12793.0,20640,937.419,1.68,1.75,11.59,1.807,0.0409999999999999,0
29.0,40.91,93.0,400.0,12790.0,20627,937.422,1.67,1.73,11.47,1.788,0.04,0
29.03,40.84,83.0,400.0,12790.0,20635,937.425,1.67,1.73,11.49,1.791,0.04,0
27.61,40.97,121.0,428.0,12765.0,20598,937.412,1.68,1.74,11.55,1.801,0.0409999999999999,0
27.15,41.88,113.0,423.0,12770.0,20606,937.418,1.72,1.79,11.85,1.847,0.042,0
26.95,42.91,105.0,413.0,12770.0,20619,937.429,1.75,1.82,12.05,1.879,0.042,0
26.8,43.81,102.0,417.0,12772.0,20621,937.423,1.8,1.87,12.39,1.932,0.044,0
26.68,44.35,88.0,409.0,12774.0,20636,937.434,1.81,1.88,12.48,1.947,0.044,0
26.58,44.89,85.0,400.0,12782.0,20640,937.428,1.8,1.87,12.41,1.935,0.044,0
26.51,45.3,80.0,401.0,12784.0,20640,937.422,1.79,1.86,12.33,1.923,0.043,0
26.46,45.61,90.0,406.0,12781.0,20638,937.418,1.78,1.85,12.24,1.909,0.043,0
26.41,45.89,89.0,403.0,12782.0,20632,937.424,1.77,1.84,12.16,1.896,0.043,0
26.36,46.13,97.0,409.0,12781.0,20626,937.421,1.76,1.83,12.15,1.894,0.043,0
26.32,46.32,78.0,400.0,12782.0,20638,937.424,1.76,1.83,12.13,1.891,0.043,0
26.27,46.45,84.0,400.0,12784.0,20638,937.422,1.75,1.82,12.06,1.881,0.042,0
26.22,46.59,75.0,400.0,12784.0,20638,937.422,1.74,1.81,11.96,1.865,0.042,0
26.22,46.71,72.0,400.0,12785.0,20644,937.422,1.72,1.79,11.87,1.851,0.042,0
26.16,46.85,81.0,404.0,12778.0,20632,937.435,1.74,1.81,11.98,1.867,0.042,0
26.12,46.91,86.0,401.0,12786.0,20650,937.448,1.76,1.82,12.09,1.885,0.043,0
26.1,47.01,82.0,400.0,12786.0,20644,937.454,1.79,1.86,12.29,1.917,0.043,0
26.08,47.1,86.0,406.0,12776.0,20632,937.453,1.79,1.85,12.29,1.916,0.043,0
26.05,47.19,93.0,400.0,12784.0,20633,937.449,1.82,1.89,12.54,1.955,0.044,0
26.02,47.25,96.0,400.0,12784.0,20628,937.444,1.83,1.91,12.62,1.968,0.044,0
26.02,47.34,99.0,408.0,12784.0,20626,937.446,1.83,1.9,12.59,1.963,0.044,0
25.98,47.45,89.0,401.0,12781.0,20625,937.441,1.84,1.92,12.69,1.979,0.045,0
25.96,47.46,104.0,404.0,12781.0,20619,937.44,1.89,1.97,13.02,2.03,0.046,0
25.93,47.54,95.0,401.0,12776.0,20621,937.443,1.9,1.97,13.07,2.0380000000000003,0.046,0
25.91,47.64,96.0,402.0,12783.0,20622,937.445,1.97,2.04,13.53,2.11,0.048,0
25.86,47.65,91.0,403.0,12783.0,20636,937.442,2.0,2.08,13.75,2.144,0.048,0
25.86,47.71,90.0,400.0,12780.0,20630,937.433,1.99,2.07,13.73,2.14,0.048,0
25.85,47.79,86.0,405.0,12781.0,20620,937.432,1.97,2.05,13.59,2.119,0.048,0
25.85,47.78,109.0,418.0,12778.0,20620,937.43,1.98,2.05,13.6,2.121,0.048,0
25.82,47.83,107.0,404.0,12780.0,20619,937.433,1.98,2.06,13.62,2.123,0.048,0
27.27,47.81,70.0,400.0,12798.0,20656,937.433,1.98,2.06,13.62,2.124,0.048,0
27.69,46.71,75.0,400.0,12796.0,20647,937.434,1.97,2.05,13.58,2.117,0.048,0
27.91,45.66,103.0,400.0,12790.0,20636,937.431,1.96,2.04,13.49,2.103,0.048,0
28.05,44.8,75.0,400.0,12791.0,20634,937.421,1.95,2.02,13.4,2.09,0.047,0
28.15,44.14,96.0,400.0,12790.0,20632,937.427,1.93,2.01,13.3,2.074,0.047,0
28.24,43.64,89.0,400.0,12786.0,20632,937.43,1.88,1.95,12.92,2.015,0.046,0
28.32,43.19,82.0,400.0,12795.0,20646,937.419,1.84,1.91,12.67,1.976,0.045,0
28.38,42.81,90.0,400.0,12788.0,20635,937.408,1.76,1.83,12.14,1.894,0.043,0
28.45,42.61,80.0,400.0,12791.0,20641,937.408,1.73,1.79,11.87,1.852,0.042,0
28.52,42.4,97.0,400.0,12785.0,20626,937.402,1.67,1.74,11.52,1.797,0.0409999999999999,0
28.56,42.22,96.0,400.0,12789.0,20628,937.394,1.69,1.76,11.63,1.814,0.0409999999999999,0
28.59,42.06,86.0,400.0,12789.0,20639,937.404,1.72,1.79,11.85,1.848,0.042,0
28.62,41.9,98.0,400.0,12792.0,20641,937.394,1.74,1.8,11.95,1.864,0.042,0
28.66,41.78,81.0,400.0,12789.0,20645,937.4,1.74,1.81,12.0,1.872,0.042,0
28.73,41.7,68.0,400.0,12791.0,20638,937.419,1.76,1.83,12.13,1.891,0.043,0
28.75,41.63,81.0,400.0,12794.0,20642,937.426,1.77,1.84,12.17,1.897,0.043,0
28.77,41.49,90.0,401.0,12783.0,20632,937.441,1.77,1.84,12.2,1.903,0.043,0
28.79,41.45,84.0,400.0,12789.0,20640,937.427,1.82,1.89,12.52,1.952,0.044,0
28.83,41.4,79.0,400.0,12794.0,20638,937.443,1.85,1.92,12.73,1.985,0.045,0
28.84,41.31,85.0,400.0,12786.0,20633,937.452,1.87,1.94,12.86,2.005,0.045,0
28.86,41.27,86.0,400.0,12791.0,20640,937.448,1.89,1.97,13.02,2.031,0.046,0
28.87,41.22,72.0,400.0,12789.0,20644,937.437,1.92,1.99,13.18,2.056,0.046,0
28.91,41.2,83.0,400.0,12792.0,20648,937.435,1.95,2.02,13.4,2.09,0.047,0
28.93,41.14,92.0,400.0,12787.0,20634,937.435,1.96,2.04,13.5,2.105,0.048,0
28.93,41.1,89.0,400.0,12791.0,20643,937.436,1.97,2.04,13.54,2.111,0.048,0
28.94,41.06,92.0,400.0,12792.0,20622,937.439,1.96,2.03,13.46,2.099,0.047,0
28.97,40.99,92.0,400.0,12787.0,20632,937.439,1.92,1.99,13.21,2.06,0.047,0
28.98,40.96,96.0,400.0,12784.0,20621,937.443,1.93,2.0,13.25,2.066,0.047,0
29.0,40.95,83.0,400.0,12788.0,20635,937.446,1.93,2.0,13.27,2.069,0.047,0
29.0,40.9,107.0,400.0,12785.0,20616,937.438,1.91,1.99,13.16,2.052,0.046,0
27.63,40.98,120.0,426.0,12769.0,20605,937.432,1.84,1.91,12.68,1.977,0.045,0
27.12,41.96,128.0,439.0,12764.0,20588,937.426,1.8,1.87,12.39,1.932,0.044,0
26.92,42.94,122.0,424.0,12765.0,20600,937.424,1.76,1.83,12.1,1.886,0.043,0
26.78,43.86,124.0,427.0,12768.0,20596,937.426,1.75,1.82,12.06,1.881,0.042,0
26.67,44.49,115.0,422.0,12775.0,20611,937.43,1.73,1.8,11.92,1.86,0.042,0
26.61,44.94,107.0,415.0,12776.0,20607,937.43,1.73,1.8,11.92,1.859,0.042,0
26.51,45.34,112.0,415.0,12775.0,20604,937.433,1.71,1.78,11.77,1.835,0.0409999999999999,0
26.46,45.69,107.0,416.0,12775.0,20613,937.433,1.7,1.77,11.7,1.824,0.0409999999999999,0
26.39,46.0,102.0,415.0,12776.0,20616,937.441,1.69,1.76,11.65,1.817,0.0409999999999999,0
26.32,46.19,102.0,404.0,12776.0,20613,937.439,1.71,1.78,11.76,1.834,0.0409999999999999,0
26.27,46.39,100.0,414.0,12778.0,20623,937.43,1.73,1.8,11.94,1.862,0.042,0
26.25,46.51,89.0,400.0,12782.0,20622,937.439,1.74,1.81,12.0,1.871,0.042,0
26.2,46.67,90.0,407.0,12775.0,20619,937.432,1.73,1.8,11.93,1.86,0.042,0
26.15,46.79,108.0,404.0,12779.0,20626,937.44,1.71,1.78,11.78,1.837,0.0409999999999999,0
26.1,46.92,108.0,413.0,12781.0,20617,937.438,1.68,1.75,11.6,1.808,0.0409999999999999,0
26.09,47.03,104.0,414.0,12780.0,20615,937.436,1.64,1.7,11.29,1.76,0.04,0
26.06,47.13,107.0,402.0,12780.0,20617,937.435,1.61,1.67,11.06,1.724,0.039,0
26.03,47.22,102.0,404.0,12784.0,20617,937.436,1.59,1.65,10.93,1.704,0.038,0
25.99,47.31,109.0,408.0,12777.0,20621,937.436,1.61,1.67,11.05,1.723,0.039,0
25.98,47.36,100.0,402.0,12780.0,20625,937.434,1.61,1.68,11.11,1.732,0.039,0
25.95,47.42,105.0,408.0,12777.0,20615,937.428,1.62,1.68,11.12,1.734,0.039,0
25.93,47.48,99.0,403.0,12779.0,20615,937.433,1.66,1.73,11.43,1.783,0.04,0
25.93,47.57,103.0,405.0,12775.0,20612,937.425,1.67,1.74,11.5,1.793,0.0409999999999999,0
25.88,47.6,100.0,406.5,12777.0,20617,937.43,1.68,1.75,11.56,1.803,0.0409999999999999,0
25.85,47.69,101.0,408.0,12778.0,20624,937.428,1.67,1.73,11.46,1.788,0.04,0
25.85,47.72,97.0,409.0,12777.0,20624,937.4304999999999,1.65,1.72,11.38,1.774,0.04,0
25.85,47.76,86.0,400.0,12788.0,20638,937.433,1.67,1.73,11.48,1.791,0.04,0
25.82,47.8,104.0,414.0,12775.0,20626,937.433,1.69,1.76,11.65,1.817,0.0409999999999999,0
25.84,47.89,100.0,400.0,12779.0,20621,937.417,1.7,1.77,11.71,1.826,0.0409999999999999,0
25.81,47.9,94.0,400.0,12781.0,20623,937.417,1.75,1.82,12.05,1.879,0.042,0
27.25,47.84,74.0,400.0,12802.0,20651,937.414,1.77,1.84,12.19,1.901,0.043,0
27.69,46.78,72.0,400.0,12799.0,20647,937.411,1.81,1.88,12.44,1.94,0.044,0
27.88,45.7,83.0,400.0,12801.0,20643,937.412,1.81,1.88,12.45,1.941,0.044,0
28.04,44.86,77.0,400.0,12799.0,20651,937.407,1.82,1.89,12.52,1.953,0.044,0
28.12,44.17,76.0,400.0,12795.0,20643,937.404,1.84,1.895,12.65,1.972,0.045,0
28.22,43.68,80.0,400.0,12795.0,20649,937.398,1.83,1.9,12.61,1.967,0.044,0
28.28,43.23,70.0,400.0,12798.0,20650,937.401,1.83,1.9,12.6,1.964,0.044,0
28.38,42.91,65.0,400.0,12797.0,20657,937.402,1.83,1.9,12.61,1.966,0.044,0
28.45,42.67,62.0,400.0,12798.0,20654,937.402,1.82,1.9,12.56,1.959,0.044,0
28.48,42.44,74.0,400.0,12797.0,20645,937.412,1.82,1.9,12.56,1.959,0.044,0
28.53,42.24,72.0,400.0,12791.0,20650,937.39,1.86,1.93,12.77,1.991,0.045,0
28.56,42.09,68.0,400.0,12791.0,20644,937.395,1.85,1.93,12.76,1.989,0.045,0
28.6,41.93,80.0,400.0,12796.0,20647,937.405,1.87,1.94,12.85,2.004,0.045,0
28.63,41.83,83.5,400.0,12791.0,20649,937.402,1.89,1.96,13.0,2.027,0.046,0
28.69,41.73,87.0,400.0,12793.0,20644,937.406,1.9,1.98,13.09,2.041,0.046,0
28.7,41.65,86.0,400.0,12789.0,20636,937.406,1.88,1.96,12.95,2.02,0.046,0
28.76,41.58,81.0,400.0,12792.0,20638,937.403,1.85,1.92,12.72,1.984,0.045,0
28.77,41.54,86.0,400.0,12790.0,20640,937.403,1.83,1.91,12.63,1.969,0.044,0
28.8,41.47,84.0,400.0,12788.0,20633,937.399,1.82,1.89,12.52,1.952,0.044,0
28.84,41.39,86.0,400.0,12785.0,20642,937.401,1.81,1.88,12.44,1.94,0.044,0
28.82,41.3,84.0,400.0,12791.0,20636,937.4,1.76,1.82,12.09,1.885,0.043,0
28.86,41.29,71.0,400.0,12790.0,20651,937.394,1.73,1.8,11.93,1.86,0.042,0
28.91,41.2,74.0,400.0,12797.0,20655,937.393,1.73,1.8,11.9,1.856,0.042,0
28.88,41.22,74.0,400.0,12794.0,20650,937.396,1.73,1.8,11.93,1.861,0.042,0
28.91,41.11,67.0,400.0,12791.0,20650,937.394,1.73,1.79,11.88,1.853,0.042,0
28.93,41.12,62.0,400.0,12798.0,20655,937.39,1.72,1.78,11.81,1.842,0.042,0
28.97,41.08,60.0,400.0,12791.0,20658,937.393,1.75,1.82,12.05,1.879,0.042,0
28.98,41.03,61.0,400.0,12793.0,20656,937.401,1.77,1.84,12.21,1.904,0.043,0
28.97,40.94,63.0,400.0,12792.0,20666,937.401,1.83,1.9,12.58,1.962,0.044,0
29.01,40.98,66.0,400.0,12792.0,20657,937.402,1.86,1.94,12.83,2.0,0.045,0
27.59,41.03,79.0,423.0,12772.0,20627,937.402,1.9,1.97,13.07,2.0380000000000003,0.046,0
27.15,42.01,92.0,421.0,12770.0,20630,937.41,1.91,1.98,13.14,2.049,0.046,0
26.92,43.04,90.0,416.0,12771.0,20627,937.399,1.91,1.99,13.17,2.0540000000000003,0.046,0
26.78,43.89,92.0,412.0,12777.0,20633,937.397,1.89,1.97,13.03,2.031,0.046,0
26.67,44.51,85.0,415.0,12784.0,20635,937.394,1.89,1.96,12.99,2.025,0.046,0
26.61,45.02,86.0,408.0,12778.0,20639,937.39,1.86,1.93,12.8,1.997,0.045,0
26.51,45.44,86.0,408.0,12779.0,20636,937.387,1.86,1.93,12.78,1.993,0.045,0
26.41,45.72,98.0,415.0,12775.0,20628,937.383,1.89,1.96,13.02,2.03,0.046,0
26.39,45.97,109.0,406.0,12778.0,20614,937.378,1.91,1.99,13.18,2.055,0.046,0
26.33,46.21,103.0,419.0,12774.0,20614,937.378,1.92,2.0,13.25,2.066,0.047,0
26.26,46.42,117.0,424.0,12771.0,20601,937.382,1.93,2.0,13.27,2.07,0.047,0
26.23,46.57,101.0,411.0,12779.0,20613,937.391,1.92,2.0,13.23,2.063,0.047,0
26.18,46.71,113.0,417.0,12778.0,20610,937.385,1.91,1.99,13.17,2.053,0.046,0
26.13,46.79,114.0,419.0,12777.0,20609,937.385,1.92,1.99,13.19,2.057,0.046,0
26.1,46.94,108.0,409.0,12784.0,20613,937.387,1.92,1.99,13.2,2.0580000000000003,0.046,0
26.1,47.02,100.0,409.0,12782.0,20613,937.381,1.93,2.0,13.26,2.068,0.047,0
26.06,47.17,122.0,428.0,12777.0,20603,937.379,1.94,2.01,13.32,2.0780000000000003,0.047,0
26.03,47.23,122.0,415.0,12777.0,20598,937.382,1.94,2.02,13.36,2.084,0.047,0
26.0,47.32,119.0,421.0,12784.0,20612,937.371,1.94,2.02,13.36,2.083,0.047,0
25.95,47.38,120.5,410.0,12779.0,20605,937.374,1.98,2.05,13.6,2.121,0.048,0
25.96,47.41,122.0,407.0,12777.0,20605,937.379,1.98,2.06,13.66,2.13,0.048,0
25.92,47.53,119.0,408.0,12776.0,20595,937.371,1.96,2.04,13.5,2.106,0.048,0
25.91,47.62,122.0,417.0,12772.0,20589,937.393,1.95,2.03,13.43,2.094,0.047,0
25.91,47.61,128.0,417.0,12775.0,20592,937.405,1.92,2.0,13.22,2.062,0.047,0
25.86,47.66,128.0,418.0,12780.0,20588,937.408,1.91,1.99,13.16,2.052,0.046,0
25.84,47.76,126.0,403.0,12778.0,20599,937.412,1.91,1.99,13.18,2.055,0.046,0
25.82,47.79,123.0,413.0,12774.0,20595,937.414,1.91,1.99,13.16,2.052,0.046,0
25.82,47.87,118.0,410.0,12781.0,20601,937.414,1.89,1.97,13.04,2.033,0.046,0
25.81,47.87,131.0,415.0,12773.0,20586,937.415,1.9,1.97,13.07,2.0380000000000003,0.046,0
25.79,47.93,109.0,401.0,12785.0,20614,937.405,1.9,1.97,13.08,2.04,0.046,0
27.23,47.89,90.0,400.0,12798.0,20624,937.401,1.91,1.98,13.13,2.047,0.046,0
27.64,46.87,92.0,400.0,12803.0,20635,937.408,1.91,1.98,13.14,2.05,0.046,0
27.84,45.76,89.0,400.0,12790.0,20629,937.408,1.92,2.0,13.23,2.064,0.047,0
28.0,44.87,90.0,400.0,12797.0,20633,937.407,1.92,2.0,13.24,2.065,0.047,0
28.11,44.23,97.0,400.0,12792.0,20629,937.405,1.91,1.98,13.13,2.047,0.046,0
28.19,43.71,108.0,400.0,12789.0,20622,937.406,1.9,1.97,13.07,2.0380000000000003,0.046,0
28.28,43.25,111.0,400.0,12784.0,20618,937.411,1.89,1.96,13.0,2.028,0.046,0
28.33,42.93,102.0,400.0,12789.0,20609,937.415,1.88,1.95,12.94,2.017,0.046,0
28.43,42.74,112.0,404.0,12786.0,20615,937.417,1.86,1.93,12.77,1.991,0.045,0
28.46,42.47,108.0,400.0,12786.0,20612,937.42,1.86,1.94,12.82,1.999,0.045,0
28.52,42.32,109.0,406.0,12785.0,20614,937.436,1.84,1.91,12.68,1.977,0.045,0
28.56,42.16,95.0,400.0,12790.0,20623,937.43,1.85,1.92,12.72,1.984,0.045,0
28.6,42.02,105.0,400.0,12786.0,20617,937.432,1.83,1.9,12.58,1.962,0.044,0
28.63,41.93,99.0,400.0,12790.0,20615,937.429,1.81,1.88,12.46,1.944,0.044,0
28.66,41.81,101.0,400.0,12791.0,20620,937.431,1.78,1.85,12.24,1.908,0.043,0
28.7,41.74,93.0,400.0,12787.0,20626,937.426,1.76,1.83,12.12,1.89,0.043,0
28.72,41.64,110.0,405.0,12785.0,20619,937.434,1.74,1.81,12.0,1.871,0.042,0
28.77,41.58,89.0,400.0,12791.0,20636,937.429,1.74,1.81,11.97,1.867,0.042,0
28.79,41.52,106.0,404.0,12784.0,20616,937.433,1.76,1.83,12.14,1.894,0.043,0
28.8,41.49,88.0,400.0,12786.0,20632,937.434,1.77,1.83,12.15,1.895,0.043,0
